Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact,Segment
CUST_00023,19,Female,Unemployed,$50K–$100K,4,Divorced,Master’s,West,832.0027891734163,16611.310726273652,32.10045820040547,57.19250305380197,32,No,Corporate Plan,2,4,Voice Plan,Evening,191,6,UPI,Late by <5 Days,296.97031047170265,464,0,Low,6,Low,High-Value
CUST_00024,38,Female,Student,<$50K,4,Married,High School,North,894.4430528034483,9768.935624183528,44.79764669740592,53.130318973841234,6,No,Corporate Plan,1,4,Voice Plan,Afternoon,79,7,Net Banking,On Time,74.20084824310769,378,8,High,1,High,High-Value
CUST_00025,50,Male,Retired,$50K–$100K,3,Single,Master’s,West,567.2804805967666,19682.80747955088,104.13695911308162,16.966579686922202,39,No,Corporate Plan,0,7,Data-Only Plan,Evening,93,2,Debit Card,Late by <5 Days,199.42070597348533,106,4,Low,2,Low,High-Value
CUST_00026,29,Male,Retired,<$50K,5,Single,Bachelor’s,East,244.23784175197625,15947.458473438874,142.3128385011186,12.455609273718853,10,No,Corporate Plan,2,6,Voice Plan,Night,225,2,Net Banking,On Time,452.2007182584762,327,4,Moderate,5,Medium,Low-Value
CUST_00027,39,Female,Unemployed,<$50K,4,Divorced,High School,North,292.54362267873506,15699.58873301765,20.05008189413506,28.991658723623363,7,No,Family Plan,1,8,Voice-Data Plan,Night,64,6,Debit Card,On Time,499.449643523086,64,9,Moderate,7,High,Low-Value
CUST_00028,61,Female,Unemployed,$50K–$100K,3,Divorced,High School,North,330.909940339524,15208.932913829363,64.22124481188527,1.4327148993346364,26,Yes,Prepaid,1,1,Data-Only Plan,Afternoon,87,3,Credit Card,Late by <5 Days,493.6072274155706,364,3,Low,0,Low,Low-Value
CUST_00029,42,Non-Binary,Professional,$50K–$100K,5,Single,Bachelor’s,East,614.1123567691347,3861.553961147206,193.76624650929708,2.5227541789277224,34,No,Family Plan,2,10,Voice Plan,Morning,87,2,Credit Card,Late by <5 Days,440.8372551434362,820,1,High,3,High,Mid-Value
CUST_00030,44,Male,Retired,<$50K,4,Single,High School,East,81.16914292217803,5127.386842607205,53.2062503894082,33.644147737757,30,No,Postpaid,1,7,Data-Only Plan,Night,200,7,Net Banking,On Time,197.33004397497288,483,4,Moderate,0,High,Low-Value
CUST_00031,59,Male,Student,$50K–$100K,4,Single,Master’s,North,654.2403453409698,9815.812497824076,63.29697886756623,31.706514845751872,36,No,Family Plan,4,7,Voice-Data Plan,Evening,213,2,Net Banking,Late by >5 Days,343.28714603739206,646,1,High,1,Medium,High-Value
CUST_00032,45,Female,Unemployed,$50K–$100K,1,Single,Master’s,East,396.1365265068204,6016.082649229851,167.46319963298868,59.68033735308034,21,No,Corporate Plan,2,7,Voice Plan,Evening,203,6,Credit Card,Late by >5 Days,208.29611389209936,900,6,Moderate,7,High,Mid-Value
CUST_00033,33,Male,Student,<$50K,1,Single,High School,South,330.47971236516,8889.578474346768,10.992671906400597,12.908668286461728,17,No,Family Plan,1,7,Voice-Data Plan,Evening,88,1,UPI,On Time,324.2635134121014,23,8,Moderate,5,Medium,Low-Value
CUST_00034,32,Female,Student,$50K–$100K,5,Single,Master’s,West,885.52174219172,17880.818088535492,93.4580205929852,16.228131820467638,33,No,Prepaid,0,10,Voice Plan,Evening,60,0,Credit Card,Late by <5 Days,154.71623548474162,539,8,Low,8,High,High-Value
CUST_00035,64,Female,Retired,$50K–$100K,4,Married,PhD,West,487.00227580175897,16662.210945706116,76.54373612588238,7.698897897250915,10,No,Postpaid,0,10,Voice-Data Plan,Night,270,5,Debit Card,On Time,303.101126805166,61,5,Low,1,High,Low-Value
CUST_00036,61,Male,Retired,$50K–$100K,2,Single,High School,West,140.30039325605816,12970.757691119665,64.00076522182158,55.13503756957094,47,No,Family Plan,4,8,Voice Plan,Afternoon,93,7,UPI,On Time,261.87924827642496,490,0,High,2,High,Low-Value
CUST_00037,20,Female,Unemployed,$50K–$100K,1,Divorced,Bachelor’s,South,835.4094296249347,17304.287490770967,57.85421921490814,46.89086342304859,42,No,Prepaid,2,9,Data-Only Plan,Afternoon,306,0,Credit Card,Late by <5 Days,12.240132906599976,272,5,Low,8,High,High-Value
CUST_00038,54,Female,Retired,$50K–$100K,5,Married,PhD,East,95.25919456468128,15891.675391327735,19.18344686722143,49.518007575954,12,No,Family Plan,1,9,Voice Plan,Evening,26,9,UPI,Late by >5 Days,395.3514518730569,228,4,Moderate,8,High,Low-Value
CUST_00039,24,Male,Retired,$50K–$100K,4,Single,High School,East,740.4117629597869,9150.71370497692,63.65034004097812,54.26306348990602,16,No,Postpaid,1,2,Data-Only Plan,Afternoon,213,8,UPI,On Time,5.948916122577808,19,3,Moderate,5,High,Mid-Value
CUST_00040,38,Female,Retired,$50K–$100K,4,Divorced,Bachelor’s,North,785.2109106821318,4820.237888948957,9.567428140418045,31.969099216824457,41,No,Family Plan,0,7,Voice Plan,Evening,73,2,UPI,Late by >5 Days,146.57797112665088,2,5,High,2,Medium,Mid-Value
CUST_00041,26,Female,Student,$50K–$100K,2,Married,Master’s,East,384.9724756324152,10769.819760177445,156.41180886524262,27.620398295592697,32,Yes,Corporate Plan,4,7,Voice Plan,Evening,60,2,Net Banking,Late by >5 Days,2.962032727001185,420,5,High,4,Medium,Mid-Value
CUST_00042,56,Female,Unemployed,$50K–$100K,5,Divorced,Bachelor’s,North,833.5484634638974,14988.348768042451,80.24733099764433,20.49309694627137,15,No,Family Plan,0,4,Voice-Data Plan,Morning,185,3,Credit Card,Late by <5 Days,188.10070664759908,729,5,Moderate,1,Low,High-Value
CUST_00043,35,Male,Professional,$50K–$100K,4,Single,PhD,South,539.8764355636308,9291.972375862268,89.33686263166241,35.763662246523474,27,No,Prepaid,0,9,Voice-Data Plan,Night,30,0,Net Banking,On Time,31.58026408206965,910,1,Low,6,High,Mid-Value
CUST_00044,21,Female,Student,$50K–$100K,1,Single,Master’s,West,490.12897060915697,13668.666285894047,178.82532270357618,27.80242541059953,28,No,Family Plan,4,8,Voice-Data Plan,Night,218,8,Net Banking,On Time,456.75548341562063,306,6,Low,9,Medium,High-Value
CUST_00045,42,Male,Retired,<$50K,2,Single,High School,West,93.13311739525793,2792.221099529829,131.95294178838293,27.64236960972893,17,No,Prepaid,2,1,Voice Plan,Evening,11,2,Debit Card,Late by >5 Days,207.8396475814343,431,3,High,7,High,Mid-Value
CUST_00046,31,Male,Student,$50K–$100K,5,Single,Master’s,West,325.5277339664606,15212.089991056664,2.6037615650818378,56.27874396013719,46,No,Postpaid,1,2,Voice Plan,Night,301,9,Debit Card,Late by >5 Days,229.74788743220503,135,8,High,5,High,Low-Value
CUST_00047,26,Female,Retired,$50K–$100K,2,Married,High School,East,934.4594723410348,16441.558777968177,188.6917897692957,59.05785934246868,2,No,Family Plan,2,2,Voice Plan,Afternoon,31,3,UPI,Late by <5 Days,174.92511804542744,908,9,Moderate,7,Medium,High-Value
CUST_00048,43,Male,Retired,<$50K,1,Married,High School,North,422.232765119325,14429.919259830282,48.19174872956453,47.99257897044527,36,No,Postpaid,3,8,Data-Only Plan,Evening,159,0,UPI,Late by >5 Days,313.7530771008831,943,1,Moderate,1,High,Low-Value
CUST_00049,19,Male,Student,$50K–$100K,5,Divorced,Bachelor’s,North,569.36549452893,19378.008163000944,22.415222767211908,45.64872732456877,7,Yes,Postpaid,3,1,Data-Only Plan,Morning,236,3,Debit Card,Late by <5 Days,392.20405830910187,514,4,High,2,Medium,High-Value
CUST_00050,37,Female,Unemployed,<$50K,2,Single,Bachelor’s,South,555.4205950350392,16706.389091752168,153.85750749779555,41.15293154496698,13,No,Family Plan,3,4,Voice Plan,Afternoon,226,0,Debit Card,On Time,324.07337152448895,192,3,Moderate,6,Medium,High-Value
CUST_00051,45,Female,Retired,<$50K,3,Divorced,Bachelor’s,East,610.9095353315587,18158.780829654228,100.59498585747691,10.798416287677307,15,No,Prepaid,4,10,Voice-Data Plan,Morning,180,4,Credit Card,Late by <5 Days,374.10355919756375,584,8,High,9,Low,High-Value
CUST_00052,64,Female,Unemployed,$50K–$100K,1,Married,PhD,South,108.26440786111849,18737.850585695312,87.3203426375855,4.487243431663617,25,No,Postpaid,0,5,Voice-Data Plan,Morning,316,4,UPI,Late by >5 Days,452.9868317546302,414,3,High,0,Low,Low-Value
CUST_00053,24,Female,Professional,<$50K,1,Single,PhD,North,394.0674420587919,16225.611845602363,50.65111285686561,41.752852591682526,23,No,Postpaid,2,9,Voice-Data Plan,Night,45,6,UPI,On Time,431.7732658357144,872,7,Low,6,Low,Low-Value
CUST_00054,61,Male,Retired,$50K–$100K,1,Single,Bachelor’s,North,736.9718601884265,13810.917998123485,109.9468264826014,43.99838711313798,22,Yes,Family Plan,1,7,Voice Plan,Night,340,7,Debit Card,Late by <5 Days,337.0292263768479,117,7,High,5,Low,High-Value
CUST_00055,25,Male,Unemployed,$50K–$100K,3,Married,PhD,West,240.5322385193338,1108.6530458549964,55.6025364353149,3.771406474790248,26,No,Family Plan,3,8,Voice-Data Plan,Evening,79,3,Credit Card,On Time,107.3189814522143,665,5,Moderate,7,High,Mid-Value
CUST_00056,64,Male,Unemployed,$50K–$100K,3,Married,Master’s,East,243.3994586690424,9850.68931123937,180.41501805212644,55.75505326350204,33,No,Family Plan,2,9,Voice Plan,Night,134,6,Debit Card,Late by <5 Days,318.8514255209644,208,5,Low,6,High,Low-Value
CUST_00057,52,Female,Professional,<$50K,4,Married,Master’s,North,59.58607635457349,11852.08367382486,43.82569146690536,6.377297727235975,11,Yes,Family Plan,3,7,Data-Only Plan,Morning,259,3,Debit Card,Late by >5 Days,253.04154787025544,951,7,Low,3,Low,Low-Value
CUST_00058,31,Female,Unemployed,<$50K,2,Married,PhD,West,465.6078302777992,6776.575176511993,176.98667494069494,17.86813149250094,10,No,Family Plan,3,5,Voice-Data Plan,Morning,307,2,Net Banking,Late by >5 Days,358.60961550521006,33,9,Moderate,2,Medium,Mid-Value
CUST_00059,34,Female,Unemployed,$50K–$100K,4,Married,PhD,East,888.5976616397509,7043.984491165969,112.32167971974404,40.670998955123565,25,No,Corporate Plan,1,5,Data-Only Plan,Afternoon,246,5,UPI,On Time,416.4658241964575,648,8,Moderate,2,Medium,Mid-Value
CUST_00060,53,Female,Professional,>$100K,2,Single,Master’s,South,99.30589640794356,19262.02889849314,165.86913864515296,11.022483069864103,37,No,Family Plan,4,10,Voice-Data Plan,Morning,158,3,Credit Card,On Time,371.3607485932087,317,4,Moderate,3,Medium,Low-Value
CUST_00061,57,Male,Retired,$50K–$100K,3,Married,High School,East,231.5627740212025,17942.50643885217,142.85635317633003,4.269537418092422,48,No,Prepaid,0,6,Voice Plan,Evening,202,2,Net Banking,On Time,423.2805849806426,119,0,High,8,Medium,Low-Value
CUST_00062,21,Female,Unemployed,<$50K,3,Single,Master’s,East,344.5803114256173,17134.40110453238,139.64232717591295,20.53764286068484,43,Yes,Postpaid,4,5,Voice Plan,Evening,111,8,UPI,Late by <5 Days,31.93318667051193,626,0,Low,8,High,Low-Value
CUST_00063,19,Male,Unemployed,$50K–$100K,4,Single,Master’s,North,745.1384997360022,8714.224232416102,65.54481573131609,46.192322916455566,38,No,Prepaid,2,9,Voice Plan,Night,291,4,Debit Card,Late by >5 Days,15.810019118731978,524,1,High,1,Medium,Mid-Value
CUST_00064,23,Female,Unemployed,$50K–$100K,5,Married,PhD,North,658.6038131624572,1260.2724577693764,47.54548936296849,25.40704206013036,41,No,Prepaid,4,3,Voice Plan,Night,309,6,Credit Card,On Time,129.25028384979697,580,9,High,4,Medium,Mid-Value
CUST_00065,59,Male,Student,$50K–$100K,4,Married,Master’s,East,445.1467093527623,2524.2226826585675,42.96635930847684,39.52540239256842,45,No,Corporate Plan,2,3,Voice-Data Plan,Night,118,5,UPI,On Time,450.3330420543142,936,9,High,0,Low,Mid-Value
CUST_00066,21,Female,Professional,<$50K,2,Single,PhD,North,771.1154922954569,6931.73099613447,171.58113975485816,35.19752673646006,24,No,Family Plan,2,7,Data-Only Plan,Evening,16,9,Debit Card,On Time,411.8296254919869,844,4,High,3,Medium,Mid-Value
CUST_00067,46,Male,Student,$50K–$100K,4,Married,PhD,North,629.1494610740568,1299.1153469178626,164.264937231545,2.310890439509244,40,No,Postpaid,0,7,Voice Plan,Morning,330,4,Net Banking,Late by <5 Days,341.3636488976558,768,3,Low,1,High,Mid-Value
CUST_00068,35,Male,Professional,$50K–$100K,1,Married,Bachelor’s,North,901.238759674358,1325.845856388764,88.67413207444916,59.323859235696695,46,No,Prepaid,1,6,Voice-Data Plan,Night,226,6,Credit Card,On Time,350.379333719858,88,0,Low,7,Medium,Mid-Value
CUST_00069,43,Male,Retired,>$100K,2,Married,Master’s,West,827.1254116817584,18415.462731205807,27.348518085794467,3.4442572403438776,33,No,Family Plan,0,3,Data-Only Plan,Afternoon,360,5,UPI,On Time,363.3352346291063,511,3,High,3,Medium,High-Value
CUST_00070,61,Female,Retired,<$50K,2,Divorced,High School,West,290.1729257847405,14417.011540262029,77.06819814351422,58.100361521260616,17,No,Family Plan,4,7,Voice Plan,Night,116,9,Net Banking,Late by <5 Days,471.3013502423735,46,3,Moderate,4,High,Low-Value
CUST_00071,51,Female,Unemployed,$50K–$100K,5,Single,Bachelor’s,East,307.8666487524902,6870.1638112949,124.24934737324536,33.441986523499494,24,No,Corporate Plan,2,5,Data-Only Plan,Evening,42,1,Debit Card,Late by <5 Days,416.0955761537788,771,9,Low,3,Low,Mid-Value
CUST_00072,27,Male,Professional,>$100K,3,Divorced,PhD,North,169.08865200276634,3520.24697441811,91.42622774151062,57.826382596838926,37,No,Corporate Plan,3,7,Voice Plan,Night,114,2,Debit Card,On Time,311.69519351352375,739,3,High,4,High,Mid-Value
CUST_00073,53,Male,Retired,<$50K,2,Married,PhD,West,370.11648943158366,10721.078640006464,156.257664428116,7.770462365416291,2,No,Corporate Plan,3,2,Data-Only Plan,Morning,282,1,UPI,On Time,332.85771762857024,958,0,Moderate,4,Low,Mid-Value
CUST_00074,31,Female,Professional,>$100K,3,Divorced,High School,East,999.5667227831397,1101.5770562329246,199.5269416280257,29.93410263194528,32,No,Postpaid,2,6,Data-Only Plan,Night,36,2,Debit Card,Late by <5 Days,106.87013103056098,691,8,Moderate,4,Medium,Mid-Value
CUST_00075,48,Male,Retired,$50K–$100K,4,Married,PhD,North,435.4636101843079,18829.861133304737,39.03528560133047,11.00074142009746,24,No,Prepaid,0,8,Voice Plan,Evening,301,0,Credit Card,Late by >5 Days,328.65941257813625,521,2,High,2,Low,Low-Value
CUST_00076,32,Female,Student,<$50K,1,Divorced,Master’s,South,259.4640129546511,8881.487268389998,92.47051311225492,4.007517744324103,9,No,Corporate Plan,1,1,Voice-Data Plan,Evening,112,7,UPI,Late by <5 Days,212.33950620922928,283,3,Low,6,Low,Mid-Value
CUST_00077,25,Female,Retired,<$50K,5,Married,Bachelor’s,North,774.3587402517753,8644.364149509322,86.76579648224359,37.43421778867639,4,No,Corporate Plan,0,4,Data-Only Plan,Afternoon,34,5,Net Banking,Late by >5 Days,76.48093530287187,376,4,Moderate,2,Low,Mid-Value
CUST_00078,31,Male,Student,$50K–$100K,3,Divorced,PhD,North,565.3474532895233,8421.278544053861,61.59401401704122,13.259221836739796,17,No,Corporate Plan,2,1,Voice Plan,Evening,131,1,UPI,On Time,403.20140962328713,637,6,Low,1,Medium,Mid-Value
CUST_00079,40,Male,Retired,<$50K,2,Divorced,PhD,West,192.1213770506049,2317.2382773675304,40.421007827337625,35.674124078965214,17,No,Prepaid,2,1,Data-Only Plan,Afternoon,335,7,UPI,On Time,255.12354990157283,133,5,Low,2,Low,Mid-Value
CUST_00080,57,Non-Binary,Unemployed,$50K–$100K,3,Divorced,High School,East,411.65519710282246,13128.122556044706,14.072731181442183,7.629504434990152,48,No,Prepaid,1,10,Data-Only Plan,Morning,335,5,Net Banking,Late by >5 Days,488.7125208447108,666,4,Moderate,2,Low,Low-Value
CUST_00081,38,Male,Student,<$50K,2,Single,Master’s,East,443.7462297623761,14927.068772938714,177.536744127516,20.587201814529465,30,No,Corporate Plan,4,8,Voice-Data Plan,Evening,227,6,Debit Card,Late by <5 Days,140.8396772372625,247,7,High,7,Medium,High-Value
CUST_00082,33,Male,Retired,$50K–$100K,3,Divorced,PhD,West,766.1382155407576,13846.382554177517,84.5498908395772,47.11632092514158,40,Yes,Corporate Plan,4,7,Data-Only Plan,Night,146,0,Net Banking,On Time,240.3350561525384,651,0,Moderate,3,High,High-Value
CUST_00083,62,Female,Unemployed,<$50K,2,Single,High School,North,69.63780044730925,3630.274373258492,99.88220818150972,26.78603978868907,11,Yes,Family Plan,1,10,Data-Only Plan,Morning,121,6,Credit Card,Late by >5 Days,223.99772733443407,317,6,Moderate,2,High,Low-Value
CUST_00084,35,Female,Student,$50K–$100K,4,Married,PhD,South,305.5686644583949,11997.96319267626,183.47146759198225,38.03697947894285,21,No,Corporate Plan,4,1,Voice Plan,Night,80,2,Debit Card,Late by <5 Days,60.38976121628936,435,5,Low,9,High,Mid-Value
CUST_00085,64,Non-Binary,Unemployed,>$100K,2,Divorced,High School,North,541.7164862497459,11820.205199272825,155.48180502567362,39.20001850398721,21,No,Postpaid,3,2,Voice Plan,Night,172,7,UPI,Late by >5 Days,213.05763941538973,175,4,High,4,Medium,High-Value
CUST_00086,41,Female,Professional,>$100K,2,Married,High School,North,305.40440533020114,17499.80497088626,26.969751559319658,50.78154759525032,18,No,Postpaid,4,4,Voice-Data Plan,Night,153,5,Debit Card,Late by <5 Days,143.77672821046244,834,6,Low,3,Medium,Low-Value
CUST_00087,43,Male,Professional,$50K–$100K,1,Married,Master’s,South,647.0123450480489,8203.425509137292,113.51857355394074,20.17044486999184,29,Yes,Corporate Plan,4,1,Data-Only Plan,Morning,149,3,Debit Card,Late by <5 Days,80.16023568346719,685,2,Moderate,8,High,Mid-Value
CUST_00088,42,Male,Student,<$50K,2,Divorced,PhD,West,507.7741053108858,8058.23292952925,89.00820302739227,41.55043819236854,24,Yes,Prepaid,4,3,Data-Only Plan,Morning,57,7,Credit Card,Late by <5 Days,141.07779201806963,992,0,High,7,Low,Mid-Value
CUST_00089,62,Female,Retired,$50K–$100K,1,Single,Master’s,East,393.6247421166016,12752.014115645528,159.6450034431738,57.73533261572378,10,No,Family Plan,3,8,Data-Only Plan,Evening,62,8,Debit Card,Late by <5 Days,116.625845633196,585,8,High,6,High,Low-Value
CUST_00090,58,Female,Student,<$50K,5,Divorced,High School,West,951.7481955269866,13028.380416490749,145.1222769747779,44.08435672711421,45,No,Prepaid,4,8,Voice-Data Plan,Night,155,9,Debit Card,Late by >5 Days,367.03676550293903,350,1,High,7,Medium,High-Value
CUST_00091,46,Male,Unemployed,<$50K,1,Married,Bachelor’s,West,650.5515242271346,9916.419319190018,138.39073866030333,29.90235812634693,17,No,Corporate Plan,3,8,Data-Only Plan,Afternoon,355,1,Debit Card,Late by >5 Days,15.387589129580048,142,9,High,4,Low,High-Value
CUST_00092,32,Female,Retired,<$50K,4,Married,PhD,North,173.44430365454417,9418.127884278,68.76842226049948,38.21232922502382,18,No,Postpaid,1,6,Voice Plan,Evening,321,5,UPI,Late by >5 Days,308.73137395661064,966,2,High,3,Low,Low-Value
CUST_00093,62,Male,Professional,<$50K,1,Divorced,Bachelor’s,East,582.0871125712257,10388.80574211977,161.18778234945165,44.64129096802338,42,No,Family Plan,0,6,Voice-Data Plan,Morning,167,4,Debit Card,Late by >5 Days,380.3306710118033,803,7,Moderate,6,Medium,High-Value
CUST_00094,18,Female,Retired,$50K–$100K,5,Single,PhD,East,791.695260540856,17359.860690562928,11.425867823377382,37.12427017593847,48,No,Prepaid,1,5,Voice Plan,Afternoon,165,4,Net Banking,Late by >5 Days,240.3617282344866,397,9,Moderate,0,Low,High-Value
CUST_00095,42,Male,Professional,$50K–$100K,4,Single,Master’s,West,723.0652126181575,9762.17112382429,32.76535538500128,1.98387299590051,20,No,Prepaid,0,9,Voice Plan,Morning,84,9,Debit Card,Late by <5 Days,465.7824900039592,623,8,Moderate,5,High,High-Value
CUST_00096,24,Male,Retired,<$50K,3,Married,Master’s,South,213.4847678304964,18858.704047426625,67.78903132260443,12.491636363546323,37,Yes,Corporate Plan,1,4,Voice-Data Plan,Afternoon,136,2,Credit Card,On Time,353.94034761826765,717,2,Low,7,Medium,Low-Value
CUST_00097,26,Male,Retired,<$50K,3,Married,Master’s,West,973.7989990880982,10576.071508330197,16.284680772786974,48.8176248157125,45,No,Family Plan,0,10,Voice Plan,Evening,188,7,Debit Card,On Time,373.9618256557087,642,5,High,6,Medium,High-Value
